timestamp,alert,classification,priority,protocol,src_ip,src_port,dst_ip,dst_port
02/14-00:47:09.000000,SCAN nmap XMAS,Misc activity,3,TCP,212.100.136.223,3895,81.49.87.248,19392
02/14-00:47:10.000000,ICMP PING,Misc activity,3,TCP,235.45.109.54,25010,173.146.203.207,34212
02/14-00:47:11.000000,ICMP PING,Attempted Information Leak,3,UDP,225.232.159.85,50203,103.25.9.78,56100
02/14-00:47:12.000000,ICMP PING,Misc activity,3,TCP,97.85.249.3,58560,98.77.113.169,7662
02/14-00:47:13.000000,ICMP PING,Misc activity,2,UDP,154.187.187.202,35677,179.164.5.236,27622
02/14-00:47:14.000000,ICMP PING undefined code,Misc activity,2,TCP,52.215.129.94,51352,37.19.146.234,5982
02/14-00:47:15.000000,SNMP trap tcp,Misc activity,3,TCP,159.210.8.245,57067,19.0.43.29,39620
02/14-00:47:16.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,29.14.201.32,62398,217.174.161.204,22163
02/14-00:47:17.000000,ICMP PING BSDtype,Misc activity,3,TCP,211.193.204.241,54846,66.166.142.236,55503
02/14-00:47:18.000000,SNMP request tcp,Misc activity,2,UDP,238.220.54.117,39618,90.104.89.19,16920
02/14-00:47:19.000000,ICMP PING BSDtype,Misc activity,3,TCP,126.42.59.159,9269,185.200.14.247,11412
02/14-00:47:20.000000,SNMP request tcp,Attempted Information Leak,3,TCP,23.57.233.59,40592,223.169.114.23,59253
02/14-00:47:21.000000,ICMP PING BSDtype,Attempted Information Leak,2,UDP,52.220.58.99,2647,90.209.98.26,39002
02/14-00:47:22.000000,ICMP PING undefined code,Misc activity,2,UDP,118.219.91.11,5644,5.60.106.103,51941
02/14-00:47:23.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,80.243.97.209,28013,235.208.253.208,38404
02/14-00:47:24.000000,ICMP PING,Misc activity,3,TCP,28.94.119.154,24044,61.34.90.206,9608
02/14-00:47:25.000000,ICMP PING,Misc activity,3,TCP,75.123.122.137,49770,187.192.237.225,61554
02/14-00:47:26.000000,SCAN nmap XMAS,Misc activity,3,UDP,199.41.217.176,24414,147.56.213.220,29715
02/14-00:47:27.000000,ICMP PING *NIX,Misc activity,3,TCP,164.136.47.206,8974,197.100.82.152,17740
02/14-00:47:28.000000,ICMP PING,Misc activity,3,ICMP,175.106.156.2,47938,87.21.197.104,30153
02/14-00:47:29.000000,SNMP request tcp,Misc activity,3,UDP,227.238.135.38,58391,132.152.172.153,21083
02/14-00:47:30.000000,ICMP PING BSDtype,Misc activity,3,TCP,209.84.213.159,3460,70.37.11.93,13923
02/14-00:47:31.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,252.128.198.239,36233,194.192.85.172,14251
02/14-00:47:32.000000,SNMP request tcp,Misc activity,2,TCP,199.19.35.41,4023,89.183.186.144,24330
02/14-00:47:33.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,90.210.48.40,33076,229.193.41.8,38484
02/14-00:47:34.000000,ICMP PING,Misc activity,2,UDP,23.110.174.135,12869,31.29.190.179,63847
02/14-00:47:35.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,205.15.33.254,21728,105.254.126.37,31565
02/14-00:47:36.000000,SNMP trap tcp,Misc activity,2,TCP,101.200.94.191,44596,36.91.224.128,11587
02/14-00:47:37.000000,ICMP PING,Misc activity,3,TCP,213.37.64.142,32760,123.127.243.77,58483
02/14-00:47:38.000000,ICMP PING undefined code,Misc activity,3,UDP,212.179.182.122,6589,34.58.50.191,25380
02/14-00:47:39.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,38.245.73.78,63770,215.22.212.17,31642
02/14-00:47:40.000000,ICMP PING,Misc activity,3,UDP,141.21.29.217,2037,128.39.23.226,48450
02/14-00:47:41.000000,ICMP PING,Misc activity,3,UDP,244.246.49.134,51750,225.209.195.170,62872
02/14-00:47:42.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,85.151.23.11,56926,216.16.122.251,58905
02/14-00:47:43.000000,ICMP PING *NIX,Misc activity,3,TCP,82.69.110.145,1950,208.202.242.14,10606
02/14-00:47:44.000000,ICMP PING undefined code,Misc activity,2,TCP,126.105.251.122,21891,243.153.46.195,18262
02/14-00:47:45.000000,SCAN nmap XMAS,Misc activity,3,UDP,149.129.149.195,31859,146.126.82.19,35785
02/14-00:47:46.000000,ICMP PING *NIX,Misc activity,3,TCP,206.159.250.35,26328,161.143.70.108,39210
02/14-00:47:47.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,105.187.250.22,55842,33.44.139.188,39623
02/14-00:47:48.000000,ICMP PING,Attempted Information Leak,2,TCP,145.92.180.79,33342,5.64.69.183,10082
02/14-00:47:49.000000,SNMP trap tcp,Attempted Information Leak,2,UDP,139.4.182.58,42800,113.212.94.10,55199
02/14-00:47:50.000000,ICMP PING,Misc activity,3,TCP,166.185.223.179,29062,157.100.156.126,61358
02/14-00:47:51.000000,ICMP PING *NIX,Misc activity,2,TCP,162.172.233.15,38072,251.189.95.193,18781
02/14-00:47:52.000000,ICMP PING BSDtype,Misc activity,2,TCP,238.93.123.233,41175,130.126.33.131,26769
02/14-00:47:53.000000,SCAN nmap XMAS,Misc activity,3,TCP,36.15.217.13,31028,15.136.117.184,26349
02/14-00:47:54.000000,SCAN nmap XMAS,Misc activity,2,UDP,221.23.24.153,50900,119.109.163.242,14451
02/14-00:47:55.000000,SCAN nmap XMAS,Attempted Information Leak,2,UDP,111.186.67.206,50103,218.153.195.30,32318
02/14-00:47:56.000000,SCAN nmap XMAS,Misc activity,2,UDP,153.3.159.186,55031,161.112.239.27,57886
02/14-00:47:57.000000,ICMP PING undefined code,Attempted Information Leak,2,ICMP,103.125.177.193,60561,213.178.174.228,28988
02/14-00:47:58.000000,ICMP PING BSDtype,Misc activity,3,ICMP,237.235.193.64,1051,23.9.63.188,31891
02/14-00:47:59.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,212.69.190.254,58514,72.140.214.149,35189
02/14-00:48:00.000000,SCAN nmap XMAS,Misc activity,3,TCP,140.97.104.27,28434,2.128.83.41,20261
02/14-00:48:01.000000,ICMP PING,Misc activity,3,ICMP,67.187.37.112,22058,6.22.156.105,27198
02/14-00:48:02.000000,SNMP request tcp,Attempted Information Leak,3,ICMP,138.70.73.174,62413,106.72.37.72,41572
02/14-00:48:03.000000,ICMP PING BSDtype,Misc activity,3,TCP,65.248.113.55,22522,202.230.172.165,56148
02/14-00:48:04.000000,ICMP PING,Attempted Information Leak,3,TCP,61.21.42.61,49529,198.213.145.77,51213
02/14-00:48:05.000000,SCAN nmap XMAS,Misc activity,3,ICMP,91.253.170.82,22829,242.65.192.241,46022
02/14-00:48:06.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,102.188.250.82,14175,216.178.94.99,3071
02/14-00:48:07.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,108.220.86.81,39203,195.146.131.63,43453
02/14-00:48:08.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,20.221.109.233,51882,138.60.141.145,29449
02/14-00:48:09.000000,ICMP PING undefined code,Misc activity,3,TCP,155.23.76.17,47788,175.79.117.162,23195
02/14-00:48:10.000000,ICMP PING undefined code,Misc activity,2,UDP,240.23.0.207,50371,8.136.72.98,62849
02/14-00:48:11.000000,SCAN nmap XMAS,Attempted Information Leak,2,ICMP,245.1.5.56,36319,93.51.236.151,28984
02/14-00:48:12.000000,ICMP PING *NIX,Misc activity,3,UDP,214.112.233.199,44038,63.99.52.157,49017
02/14-00:48:13.000000,ICMP PING,Attempted Information Leak,3,TCP,85.66.85.80,44619,140.10.55.171,38900
02/14-00:48:14.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,181.102.157.249,49608,86.137.135.52,18629
02/14-00:48:15.000000,SCAN nmap XMAS,Misc activity,3,TCP,101.195.99.249,50505,207.138.50.176,18544
02/14-00:48:16.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,218.32.182.74,29667,103.29.92.218,7262
02/14-00:48:17.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,204.73.112.122,10770,169.64.156.156,5794
02/14-00:48:18.000000,ICMP PING,Attempted Information Leak,3,TCP,221.128.16.146,33145,141.76.132.146,23984
02/14-00:48:19.000000,ICMP PING undefined code,Misc activity,3,TCP,201.228.235.182,54321,146.81.33.4,45619
02/14-00:48:20.000000,ICMP PING undefined code,Misc activity,2,UDP,105.203.115.64,11758,219.182.59.118,59287
02/14-00:48:21.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,33.79.13.5,56480,55.227.115.24,19691
02/14-00:48:22.000000,ICMP PING,Misc activity,3,TCP,193.111.88.25,9974,113.223.75.141,44107
02/14-00:48:23.000000,SNMP trap tcp,Misc activity,3,TCP,149.57.240.62,11931,82.242.36.145,33250
02/14-00:48:24.000000,SNMP trap tcp,Misc activity,2,TCP,195.100.22.147,62608,100.216.202.171,56669
02/14-00:48:25.000000,SCAN nmap XMAS,Misc activity,2,TCP,234.253.93.208,1298,149.180.239.74,26054
02/14-00:48:26.000000,ICMP PING *NIX,Misc activity,2,TCP,139.245.11.179,32933,57.78.179.11,40403
02/14-00:48:27.000000,ICMP PING,Attempted Information Leak,3,TCP,119.99.154.158,47969,147.86.249.199,19446
02/14-00:48:28.000000,SNMP request tcp,Misc activity,3,UDP,166.109.249.182,31842,139.57.29.78,58809
02/14-00:48:29.000000,SCAN nmap XMAS,Misc activity,3,UDP,88.23.97.212,23372,246.201.165.71,9702
02/14-00:48:30.000000,ICMP PING undefined code,Misc activity,3,TCP,222.34.73.164,48579,17.93.128.37,36372
02/14-00:48:31.000000,SNMP request tcp,Attempted Information Leak,3,TCP,82.226.59.243,5897,98.94.30.232,18106
02/14-00:48:32.000000,ICMP PING,Attempted Information Leak,3,ICMP,214.32.150.216,47332,168.248.4.150,26724
02/14-00:48:33.000000,DDOS mstream client to handler,Misc activity,3,TCP,101.233.71.93,31180,197.98.56.168,59880
02/14-00:48:34.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,108.14.145.98,60303,81.143.73.110,2671
02/14-00:48:35.000000,DDOS mstream client to handler,Attempted Information Leak,2,UDP,205.51.217.208,9887,185.153.214.233,20367
02/14-00:48:36.000000,ICMP PING,Attempted Information Leak,2,TCP,89.225.117.64,25073,101.250.64.188,28695
02/14-00:48:37.000000,ICMP PING,Attempted Information Leak,3,TCP,133.13.112.249,2413,230.225.174.54,27693
02/14-00:48:38.000000,ICMP PING undefined code,Misc activity,3,UDP,36.248.219.180,37283,88.181.136.178,43047
02/14-00:48:39.000000,ICMP PING,Misc activity,3,TCP,199.36.139.203,5661,167.12.216.70,23813
02/14-00:48:40.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,119.30.197.91,26590,84.52.127.88,34819
02/14-00:48:41.000000,SNMP request tcp,Attempted Information Leak,2,UDP,15.209.36.100,11482,34.198.83.181,14337
02/14-00:48:42.000000,ICMP PING,Misc activity,3,UDP,30.99.202.52,41838,252.60.93.206,46721
02/14-00:48:43.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,231.72.119.15,62692,34.156.166.87,41434
02/14-00:48:44.000000,ICMP PING,Misc activity,3,TCP,11.143.25.215,38477,22.94.4.198,43359
02/14-00:48:45.000000,SNMP trap tcp,Misc activity,2,TCP,237.40.205.93,52654,45.220.70.208,3084
02/14-00:48:46.000000,ICMP PING,Attempted Information Leak,3,TCP,3.109.31.115,47188,59.33.83.11,26511
02/14-00:48:47.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,25.26.104.193,63643,122.104.243.43,14945
02/14-00:48:48.000000,SNMP trap tcp,Misc activity,3,UDP,91.147.204.151,6038,182.189.98.10,20897
02/14-00:48:49.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,UDP,99.133.141.244,60109,222.17.156.188,39147
02/14-00:48:50.000000,ICMP PING undefined code,Misc activity,3,UDP,122.207.233.182,35969,167.95.91.213,2222
02/14-00:48:51.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,171.227.185.146,28417,176.14.144.16,29259
02/14-00:48:52.000000,SNMP request tcp,Misc activity,2,TCP,21.40.83.165,28684,222.235.218.109,25321
02/14-00:48:53.000000,ICMP PING,Attempted Information Leak,3,TCP,103.235.90.17,58571,193.179.71.138,41585
02/14-00:48:54.000000,ICMP PING undefined code,Misc activity,3,TCP,44.17.100.244,5428,141.99.82.253,12080
02/14-00:48:55.000000,SNMP request tcp,Attempted Information Leak,2,TCP,229.158.132.17,51351,104.140.199.65,6508
02/14-00:48:56.000000,ICMP PING BSDtype,Misc activity,3,TCP,195.248.102.248,2303,217.129.101.234,42536
02/14-00:48:57.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,57.60.148.12,56229,64.21.167.150,9932
02/14-00:48:58.000000,SNMP AgentX/tcp request,Misc activity,2,ICMP,121.238.185.214,8675,39.51.87.105,51653
02/14-00:48:59.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,205.117.150.62,51360,236.186.46.241,56080
02/14-00:49:00.000000,ICMP PING,Attempted Information Leak,2,TCP,117.67.90.23,48363,111.126.147.240,9635
02/14-00:49:01.000000,ICMP PING undefined code,Misc activity,3,TCP,238.193.137.190,15970,173.133.38.150,59487
02/14-00:49:02.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,9.166.189.173,12108,135.105.97.153,48783
02/14-00:49:03.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,54.148.89.130,60099,103.117.190.35,18948
02/14-00:49:04.000000,ICMP PING,Attempted Information Leak,2,UDP,225.121.37.19,37514,210.190.133.91,52135
02/14-00:49:05.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,222.178.144.109,46432,139.223.138.143,33674
02/14-00:49:06.000000,ICMP PING,Misc activity,3,UDP,33.9.91.4,5887,184.1.203.116,38559
02/14-00:49:07.000000,ICMP PING undefined code,Misc activity,3,TCP,80.224.116.194,21520,254.134.54.1,61559
02/14-00:49:08.000000,ICMP PING BSDtype,Misc activity,3,TCP,207.6.189.70,51796,95.14.208.104,65070
02/14-00:49:09.000000,ICMP PING,Attempted Information Leak,2,UDP,32.182.57.176,31192,107.107.37.213,30584
02/14-00:49:10.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,1.123.16.235,55131,179.16.223.201,48111
02/14-00:49:11.000000,ICMP PING,Misc activity,3,TCP,236.84.186.185,33337,145.177.95.4,34211
02/14-00:49:12.000000,ICMP PING,Misc activity,2,UDP,208.26.127.3,44114,172.32.24.4,7894
02/14-00:49:13.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,50.247.116.187,2815,169.120.253.178,23586
02/14-00:49:14.000000,ICMP PING,Misc activity,2,UDP,246.194.122.215,38109,35.78.82.231,37133
02/14-00:49:15.000000,SNMP trap tcp,Misc activity,3,TCP,151.99.222.168,23104,178.248.221.208,31637
02/14-00:49:16.000000,ICMP PING,Misc activity,2,TCP,54.1.121.221,50670,113.79.153.38,25621
02/14-00:49:17.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,134.96.76.199,28082,202.229.87.18,37738
02/14-00:49:18.000000,SCAN nmap XMAS,Misc activity,3,TCP,108.209.159.227,18548,54.235.212.36,47675
02/14-00:49:19.000000,ICMP PING,Misc activity,3,ICMP,77.141.127.128,30623,168.182.109.162,24225
02/14-00:49:20.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,252.185.219.200,60496,39.137.232.80,21743
02/14-00:49:21.000000,SCAN nmap XMAS,Misc activity,2,TCP,207.78.198.45,17624,240.70.44.180,12320
02/14-00:49:22.000000,SNMP trap tcp,Misc activity,3,TCP,103.197.122.182,4352,96.121.108.230,17250
02/14-00:49:23.000000,SNMP request tcp,Attempted Information Leak,2,ICMP,175.78.2.29,9869,138.238.107.156,65370
02/14-00:49:24.000000,ICMP PING undefined code,Misc activity,2,TCP,74.65.251.164,64934,35.61.64.225,48685
02/14-00:49:25.000000,ICMP PING,Attempted Information Leak,2,UDP,105.169.141.237,31221,45.185.54.161,2405
02/14-00:49:26.000000,SNMP request tcp,Misc activity,3,ICMP,47.242.32.68,22826,63.168.22.34,42452
02/14-00:49:27.000000,ICMP PING *NIX,Attempted Denial of Service,2,TCP,186.234.133.109,22448,129.37.205.204,35091
02/14-00:49:28.000000,ICMP PING,Misc activity,2,UDP,9.142.42.78,18181,90.254.179.146,4276
02/14-00:49:29.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,1.106.106.132,18495,232.10.26.60,14740
02/14-00:49:30.000000,ICMP PING,Misc activity,3,UDP,50.251.175.52,38477,86.215.15.208,31495
02/14-00:49:31.000000,SCAN nmap XMAS,Misc activity,3,UDP,144.15.68.134,5247,12.108.15.232,29950
02/14-00:49:32.000000,SCAN nmap XMAS,Misc activity,3,TCP,115.30.249.155,26035,231.127.210.49,56931
02/14-00:49:33.000000,SNMP request tcp,Misc activity,2,TCP,201.4.172.45,63155,151.43.23.149,21329
02/14-00:49:34.000000,ICMP PING,Misc activity,2,UDP,118.212.28.157,7423,65.199.4.121,60400
02/14-00:49:35.000000,ICMP PING,Misc activity,3,TCP,21.98.157.43,36188,61.110.172.174,46297
02/14-00:49:36.000000,SNMP trap tcp,Attempted Information Leak,2,UDP,116.103.191.83,18417,193.233.213.133,41045
02/14-00:49:37.000000,ICMP PING,Misc activity,3,ICMP,228.123.73.40,63147,238.72.217.70,54546
02/14-00:49:38.000000,SCAN nmap XMAS,Misc activity,3,TCP,41.53.61.53,58702,225.138.21.1,45137
02/14-00:49:39.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,180.56.242.146,16153,83.96.129.127,58843
02/14-00:49:40.000000,SNMP request tcp,Misc activity,2,TCP,243.224.93.182,33442,189.186.207.123,11506
02/14-00:49:41.000000,ICMP PING,Misc activity,2,TCP,76.76.79.23,35199,101.76.171.79,64095
02/14-00:49:42.000000,SNMP request tcp,Misc activity,3,TCP,120.237.53.174,4040,42.110.181.191,31417
02/14-00:49:43.000000,SCAN nmap XMAS,Misc activity,3,UDP,39.170.96.108,48463,2.25.106.59,45270
02/14-00:49:44.000000,SNMP request tcp,Attempted Information Leak,3,TCP,237.7.121.197,30083,127.170.225.34,25987
02/14-00:49:45.000000,ICMP PING undefined code,Misc activity,3,TCP,78.93.202.139,17084,118.195.230.26,39482
02/14-00:49:46.000000,ICMP PING undefined code,Misc activity,3,ICMP,130.227.124.37,26050,15.133.95.251,61750
02/14-00:49:47.000000,SCAN nmap XMAS,Misc activity,3,TCP,180.3.69.223,16827,160.146.69.65,4090
02/14-00:49:48.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,43.15.74.27,53455,45.37.195.141,22929
02/14-00:49:49.000000,SNMP request tcp,Misc activity,2,ICMP,40.30.80.104,9005,147.115.133.22,2961
02/14-00:49:50.000000,ICMP PING,Misc activity,2,TCP,84.93.220.21,3324,17.16.252.179,62353
02/14-00:49:51.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,231.165.43.90,18745,24.176.197.253,20268
02/14-00:49:52.000000,SNMP request tcp,Attempted Information Leak,3,ICMP,135.211.66.110,55454,176.254.44.239,25086
02/14-00:49:53.000000,ICMP PING,Misc activity,2,TCP,123.50.7.19,28557,166.250.100.177,33563
02/14-00:49:54.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,206.144.231.118,45896,147.95.1.4,42844
02/14-00:49:55.000000,SNMP request tcp,Attempted Information Leak,2,TCP,184.179.171.203,21882,3.92.190.82,43395
02/14-00:49:56.000000,ICMP PING,Misc activity,3,UDP,127.131.158.117,4319,194.99.167.80,6605
02/14-00:49:57.000000,ICMP PING,Misc activity,3,TCP,69.210.49.68,47863,169.114.16.158,38993
02/14-00:49:58.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,66.4.103.239,60886,155.122.30.186,35184
02/14-00:49:59.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,240.204.228.70,7720,225.37.132.119,7766
02/14-00:50:00.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,70.81.59.32,39322,70.61.216.154,50595
02/14-00:50:01.000000,ICMP PING,Misc activity,2,UDP,6.90.166.146,36400,78.65.27.212,17135
02/14-00:50:02.000000,ICMP PING,Attempted Information Leak,3,TCP,168.15.105.254,51884,245.131.191.37,7559
02/14-00:50:03.000000,SNMP trap tcp,Misc activity,3,UDP,129.2.167.23,36355,44.69.143.25,14068
02/14-00:50:04.000000,SCAN nmap XMAS,Attempted Information Leak,2,UDP,45.154.10.25,64327,251.201.85.38,27567
02/14-00:50:05.000000,ICMP PING BSDtype,Misc activity,3,UDP,140.138.194.48,23360,232.115.184.126,37661
02/14-00:50:06.000000,ICMP PING undefined code,Attempted Information Leak,3,ICMP,204.25.58.168,26093,107.200.242.101,11222
02/14-00:50:07.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,75.169.140.56,11811,148.210.151.222,31428
02/14-00:50:08.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,195.115.33.76,18632,236.127.94.80,35671
02/14-00:50:09.000000,SCAN nmap XMAS,Misc activity,2,UDP,8.92.166.157,12728,40.31.152.175,28614
02/14-00:50:10.000000,ICMP PING,Attempted Information Leak,3,TCP,34.87.239.148,3490,17.142.23.10,20611
02/14-00:50:11.000000,ICMP PING,Misc activity,3,UDP,27.9.24.129,11273,165.136.133.83,26221
02/14-00:50:12.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,101.20.218.4,56212,252.177.66.96,41399
02/14-00:50:13.000000,ICMP PING undefined code,Misc activity,2,UDP,77.245.32.130,29489,223.239.40.219,3607
02/14-00:50:14.000000,ICMP PING,Misc activity,3,UDP,24.49.54.85,60402,172.176.87.160,35098
02/14-00:50:15.000000,ICMP PING,Misc activity,3,TCP,142.115.129.16,42666,201.174.133.209,33572
02/14-00:50:16.000000,SCAN nmap XMAS,Misc activity,3,TCP,182.111.209.50,42519,80.36.55.99,6373
02/14-00:50:17.000000,SNMP request tcp,Misc activity,3,TCP,21.118.228.90,4928,118.241.76.83,47738
02/14-00:50:18.000000,SNMP trap tcp,Misc activity,3,TCP,72.80.42.253,3170,42.240.159.125,30780
02/14-00:50:19.000000,ICMP PING,Attempted Information Leak,2,TCP,18.87.131.252,43842,180.15.197.141,45612
02/14-00:50:20.000000,ICMP PING,Misc activity,3,UDP,85.239.247.227,48406,120.67.184.133,45395
02/14-00:50:21.000000,ICMP PING undefined code,Attempted Information Leak,2,ICMP,21.172.131.228,37340,84.248.172.253,28024
02/14-00:50:22.000000,ICMP PING,Attempted Information Leak,3,TCP,149.95.82.153,23787,247.248.120.135,47389
02/14-00:50:23.000000,ICMP PING BSDtype,Attempted Information Leak,2,UDP,82.31.141.199,5564,104.217.240.125,7773
02/14-00:50:24.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,22.212.81.190,63390,121.101.243.112,65208
02/14-00:50:25.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,9.64.125.107,30427,26.90.173.21,53968
02/14-00:50:26.000000,ICMP PING undefined code,Misc activity,2,TCP,223.55.93.183,31239,111.90.204.5,40011
02/14-00:50:27.000000,ICMP PING,Attempted Information Leak,2,ICMP,127.159.99.187,27298,111.154.106.42,27407
02/14-00:50:28.000000,ICMP PING undefined code,Misc activity,2,TCP,89.164.182.184,2118,4.160.80.160,13177
02/14-00:50:29.000000,ICMP PING *NIX,Misc activity,2,UDP,35.63.156.157,64571,157.26.47.92,40450
02/14-00:50:30.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,15.22.138.174,36507,9.113.56.188,59061
02/14-00:50:31.000000,ICMP PING undefined code,Misc activity,3,TCP,7.26.141.226,7664,14.242.46.90,9942
02/14-00:50:32.000000,ICMP PING undefined code,Misc activity,2,TCP,212.248.54.46,53989,10.146.191.241,3702
02/14-00:50:33.000000,ICMP PING undefined code,Misc activity,3,UDP,90.179.72.45,29925,191.65.116.84,22351
02/14-00:50:34.000000,ICMP PING *NIX,Misc activity,3,TCP,251.129.148.117,14849,169.66.61.131,12256
02/14-00:50:35.000000,SNMP request tcp,Attempted Information Leak,2,TCP,101.76.151.214,15749,88.119.187.46,30299
02/14-00:50:36.000000,ICMP PING,Misc activity,2,ICMP,129.119.237.89,50215,239.200.92.135,28893
02/14-00:50:37.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,12.48.138.99,38974,152.34.59.212,46758
02/14-00:50:38.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,126.161.165.7,3872,238.251.63.44,11353
02/14-00:50:39.000000,ICMP PING,Misc activity,2,TCP,140.243.222.206,52451,54.74.125.166,8431
02/14-00:50:40.000000,ICMP PING BSDtype,Attempted Denial of Service,2,UDP,90.152.117.135,64838,119.129.180.61,63805
02/14-00:50:41.000000,ICMP PING,Misc activity,3,UDP,94.127.135.127,53411,77.84.122.24,31579
02/14-00:50:42.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,27.15.31.19,15783,222.187.19.85,64806
02/14-00:50:43.000000,ICMP PING undefined code,Misc activity,3,TCP,250.140.30.148,60011,94.34.110.90,39669
02/14-00:50:44.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,246.87.29.111,41271,46.221.227.81,2061
02/14-00:50:45.000000,ICMP PING,Misc activity,2,TCP,27.138.221.7,40433,93.251.157.56,3746
02/14-00:50:46.000000,SCAN nmap XMAS,Misc activity,2,UDP,233.4.239.179,13492,129.40.82.187,7516
02/14-00:50:47.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,60.59.113.245,9449,35.191.162.125,57305
02/14-00:50:48.000000,ICMP PING *NIX,Misc activity,2,TCP,191.91.41.33,24512,225.177.9.26,46630
02/14-00:50:49.000000,ICMP PING,Attempted Information Leak,2,UDP,11.248.113.209,5307,252.120.230.216,9923
02/14-00:50:50.000000,ICMP PING BSDtype,Misc activity,3,UDP,67.233.96.112,23354,28.131.101.70,9916
02/14-00:50:51.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,103.182.249.100,54479,31.141.173.100,21555
02/14-00:50:52.000000,ICMP PING,Misc activity,2,ICMP,139.172.21.174,11789,156.246.205.171,52507
02/14-00:50:53.000000,SNMP trap tcp,Misc activity,3,TCP,66.105.73.252,26039,216.31.203.143,46476
02/14-00:50:54.000000,ICMP PING,Attempted Information Leak,3,TCP,136.143.89.218,8197,17.59.34.43,34780
02/14-00:50:55.000000,SCAN nmap XMAS,Misc activity,3,TCP,187.196.86.240,38303,26.120.157.213,9184
02/14-00:50:56.000000,SCAN nmap XMAS,Misc activity,3,TCP,128.114.156.153,27585,6.118.6.124,45528
02/14-00:50:57.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,192.223.121.50,6515,187.191.0.174,15753
02/14-00:50:58.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,15.254.199.22,12883,94.7.139.64,45746
02/14-00:50:59.000000,ICMP PING,Misc activity,2,UDP,42.120.36.124,39440,64.173.17.188,64121
02/14-00:51:00.000000,ICMP PING,Attempted Information Leak,2,ICMP,249.66.183.130,48815,53.203.212.99,43165
02/14-00:51:01.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,38.124.232.38,53597,28.126.59.62,6799
02/14-00:51:02.000000,ICMP PING undefined code,Misc activity,3,UDP,118.138.2.77,44242,110.127.249.119,16361
02/14-00:51:03.000000,ICMP PING undefined code,Misc activity,3,UDP,24.196.214.237,12651,234.72.123.186,26051
02/14-00:51:04.000000,ICMP PING BSDtype,Misc activity,3,TCP,1.244.140.224,26182,215.139.66.46,52645
02/14-00:51:05.000000,ICMP PING,Misc activity,2,TCP,181.213.1.169,58335,70.97.15.215,32265
